学生ID,数学,英语,物理
4772,80,51,52
4773,82,99,58
4774,82,67,81
4775,95,87,60
4776,62,62,63
4777,97,80,60
4778,90,63,61
4779,75,57,98
4780,60,55,58
4781,83,67,98
4782,85,69,81
4783,61,91,63
4784,97,51,51
4785,94,79,100
4786,53,84,62
4787,54,71,86
4788,76,79,83
4789,67,69,71
4790,57,62,52
4791,73,70,87
4792,66,78,59
4793,77,89,93
4794,99,97,74
4795,77,93,51
4796,50,94,83
4797,92,55,100
4798,93,92,58
4799,75,95,77
4800,91,88,74
4801,67,66,80
4802,96,63,75
4803,62,96,57
4804,85,79,60
4805,67,58,87
4806,61,74,52
4807,88,52,90
4808,98,72,50
4809,93,55,86
4810,66,60,93
4811,96,93,92
4812,58,69,76
4813,65,61,96
4814,54,93,69
4815,61,85,95
4816,81,80,80
4817,99,51,84
4818,67,93,94
4819,76,52,69
4820,51,81,88
4821,92,90,65
4822,72,90,57
4823,98,60,55
4824,53,86,97
4825,89,58,75
4826,76,84,77
4827,82,89,65
4828,73,83,94
4829,80,50,57
4830,60,73,81
4831,71,74,56
4832,97,84,97
4833,60,58,79
4834,99,92,73
4835,56,73,70
4836,74,62,76
4837,55,61,72
4838,84,89,93
4839,67,87,97
4840,79,50,81
4841,88,75,84
4842,57,57,55
4843,62,75,70
4844,80,69,51
4845,83,75,71
4846,68,70,61
4847,83,85,61
4848,62,80,54
4849,91,55,88
4850,97,96,67
4851,84,82,93
4852,59,77,87
4853,85,58,76
4854,88,50,78
4855,66,56,90
4856,91,98,56
4857,77,68,100
4858,77,75,76
4859,100,56,62
4860,51,72,72
4861,99,83,73
4862,77,83,74
4863,75,79,53
4864,61,94,85
4865,59,64,56
4866,69,89,66
4867,70,55,53
4868,94,78,94
4869,97,84,81
4870,54,50,59
4871,83,94,92
4872,99,88,98
4873,93,53,70
4874,79,86,91
4875,64,73,74
4876,72,82,97
4877,54,88,81
4878,73,62,59
4879,68,63,94
4880,84,64,99
4881,76,100,87
4882,80,99,74
4883,65,82,98
4884,52,84,77
4885,65,58,97
4886,88,86,50
4887,92,77,85
4888,62,74,76
4889,75,52,92
4890,77,90,76
4891,54,81,65
4892,100,67,61
4893,65,52,71
4894,100,85,72
4895,58,65,83
4896,98,93,53
4897,68,64,50
4898,92,67,54
4899,84,92,99
4900,91,87,96
4901,66,50,81
4902,89,97,61
4903,88,57,95
4904,56,57,59
4905,54,83,99
4906,75,86,63
4907,94,90,64
4908,81,57,79
4909,98,57,87
4910,89,89,61
4911,59,96,71
4912,50,75,79
4913,64,58,65
4914,73,52,90
4915,97,96,54
4916,74,91,86
4917,85,74,71
4918,73,63,54
4919,67,67,87
4920,56,60,89
4921,62,64,83
4922,82,68,52
4923,100,91,61
4924,58,54,83
4925,94,75,88
4926,94,90,99
4927,50,67,51
4928,86,58,68
4929,51,53,71
4930,63,66,78
4931,81,81,73
4932,79,95,68
4933,51,60,76
4934,62,84,83
4935,70,63,59
4936,86,87,86
4937,94,64,96
4938,90,100,94
4939,59,88,59
4940,84,96,69
4941,93,64,60
4942,67,92,64
4943,94,100,95
4944,74,94,94
4945,59,88,69
4946,63,78,55
4947,96,55,82
4948,59,52,53
4949,68,51,89
4950,92,86,61
4951,93,50,99
4952,81,51,71
4953,65,87,68
4954,85,81,71
4955,90,88,54
4956,86,73,87
4957,51,53,59
4958,69,51,54
4959,89,75,69
4960,62,89,96
4961,56,85,67
4962,53,92,83
4963,77,78,74
4964,73,77,70
4965,70,80,58
4966,94,59,73
4967,77,95,71
4968,84,69,73
4969,96,79,90
4970,78,65,85
4971,72,85,75
4972,66,71,76
4973,91,74,64
4974,60,74,83
4975,85,91,51
4976,98,91,54
4977,64,62,55
4978,88,88,99
4979,55,95,70
4980,94,94,58
4981,92,50,92
4982,96,50,50
4983,94,86,87
4984,51,76,100
4985,78,51,92
4986,50,81,57
4987,63,83,96
4988,53,52,64
4989,54,81,79
4990,67,73,74
4991,68,77,79
4992,100,51,56
4993,99,61,63
4994,53,71,68
4995,71,62,94
4996,86,52,74
4997,69,87,83
4998,63,54,88
4999,87,56,66
5000,88,96,93
5001,62,58,85
5002,87,77,88
5003,85,65,92
5004,74,86,83
5005,100,88,85
5006,83,51,100
5007,98,75,76
5008,69,67,66
5009,56,72,88
5010,89,62,71
5011,95,89,77
5012,53,64,55
5013,79,82,63
5014,91,90,73
5015,59,52,89
5016,79,66,81
5017,54,60,84
5018,64,84,62
5019,100,87,95
5020,56,68,72
5021,54,58,93
5022,66,72,87
5023,67,68,79
5024,74,71,56
5025,75,72,96
5026,58,67,77
5027,52,85,94
5028,67,68,79
5029,94,55,97
5030,50,58,86
5031,67,56,74
5032,63,90,95
5033,77,93,77
5034,83,72,54
5035,88,70,50
5036,99,58,79
5037,95,53,88
5038,53,59,97
5039,53,78,59
5040,93,90,84
5041,95,53,72
5042,99,75,56
5043,76,54,85
5044,59,69,64
5045,59,70,65
5046,54,70,83
5047,92,53,75
5048,100,84,58
5049,86,61,83
5050,80,63,57
5051,97,82,59
5052,55,85,63
5053,76,64,97
5054,55,70,52
5055,52,86,68
5056,68,84,77
5057,51,96,89
5058,50,73,69
5059,71,55,55
5060,96,67,54
5061,52,66,75
5062,81,78,53
5063,57,56,81
5064,52,93,58
5065,82,67,79
5066,91,66,70
5067,100,54,84
5068,84,68,70
5069,65,74,82
5070,89,73,54
5071,73,67,69
5072,100,72,63
5073,98,72,78
5074,98,87,52
5075,81,72,76
5076,83,69,62
5077,82,52,51
5078,54,86,95
5079,57,53,92
5080,96,78,66
5081,88,77,55
5082,77,71,86
5083,50,57,56
5084,58,84,87
5085,54,95,100
5086,88,63,54
5087,79,95,78
5088,96,79,54
5089,57,90,93
5090,71,66,78
5091,95,69,77
5092,79,73,79
5093,98,50,98
5094,81,52,70
5095,67,91,62
5096,61,94,95
5097,80,78,73
5098,78,74,60
5099,54,80,58
5100,73,88,61
5101,80,77,62
5102,75,79,81
5103,93,67,82
5104,73,93,88
5105,52,83,63
5106,62,84,97
5107,96,93,61
5108,83,65,72
5109,95,77,57
5110,65,67,92
5111,67,69,93
5112,76,100,93
5113,84,83,84
5114,78,77,98
5115,95,85,50
5116,64,96,80
5117,82,80,91
5118,99,88,64
5119,60,88,57
5120,53,53,71
5121,92,94,70
5122,93,63,89
5123,81,78,67
5124,93,51,85
5125,81,87,95
5126,80,61,64
5127,66,72,92
5128,64,71,75
5129,98,95,80
5130,75,95,68
5131,62,53,68
5132,57,87,86
5133,72,75,72
5134,91,66,61
5135,80,97,86
5136,52,71,92
5137,87,59,55
5138,86,64,57
5139,71,65,50
5140,76,83,97
5141,57,96,65
5142,77,66,53
5143,68,58,97
5144,96,55,53
5145,60,53,81
5146,89,72,55
5147,57,50,94
5148,100,55,72
5149,54,57,63
5150,62,73,82
5151,99,62,83
5152,84,91,52
5153,55,71,78
5154,98,85,95
5155,94,92,80
5156,75,96,93
5157,96,89,97
5158,63,94,85
5159,58,79,77
5160,78,73,50
5161,93,57,56
5162,68,61,71
5163,60,93,67
5164,75,93,51
5165,55,74,59
5166,64,96,59
5167,87,92,56
5168,67,60,72
5169,97,94,85
5170,73,64,94
5171,66,52,78
5172,71,61,67
5173,54,78,87
5174,52,58,55
5175,54,70,64
5176,97,60,96
5177,96,83,98
5178,69,58,71
5179,85,92,91
5180,62,96,72
5181,57,83,60
5182,85,64,90
5183,59,69,90
5184,69,80,55
5185,98,62,65
5186,83,77,84
5187,60,76,50
5188,58,77,74
5189,71,63,93
5190,75,98,82
5191,77,94,74
5192,73,64,74
5193,83,50,65
5194,70,87,82
5195,78,68,69
5196,58,96,59
5197,69,74,85
5198,54,60,57
5199,81,73,97
5200,87,86,53
5201,92,94,91
5202,78,84,87
5203,62,52,96
5204,94,59,91
5205,50,67,66
5206,97,71,60
5207,82,61,95
5208,87,96,71
5209,86,78,67
5210,63,77,100
5211,69,87,61
5212,79,58,71
5213,64,68,71
5214,70,65,76
5215,84,77,97
5216,72,68,96
5217,82,78,100
5218,84,74,73
5219,84,72,95
5220,54,88,99
5221,89,58,67
5222,77,97,73
5223,85,72,63
5224,51,69,65
5225,76,89,75
5226,57,55,74
5227,70,100,69
5228,83,73,86
5229,97,78,73
5230,53,79,56
5231,72,93,56
5232,65,99,57
5233,51,72,76
5234,84,62,56
5235,73,84,70
5236,81,72,87
5237,76,81,75
5238,87,68,55
5239,89,79,98
5240,80,73,95
5241,79,65,54
5242,51,50,67
5243,74,66,95
5244,63,59,61
5245,50,68,66
5246,59,51,88
5247,90,95,100
5248,91,89,51
5249,55,89,86
5250,99,57,77
5251,76,89,64
5252,100,68,60
5253,78,94,75
5254,79,60,96
5255,93,96,62
5256,51,85,80
5257,80,96,88
5258,83,85,67
5259,81,93,74
5260,52,56,81
5261,79,71,84
5262,77,79,71
5263,51,53,58
5264,85,66,54
5265,83,78,50
5266,83,91,92
5267,71,72,90
5268,61,50,74
5269,99,61,52
5270,94,90,92
5271,84,91,55
5272,70,56,65
5273,54,77,67
5274,55,63,100
5275,51,64,100
5276,51,78,58
5277,88,76,87
5278,59,71,72
5279,67,67,78
5280,57,55,81
5281,50,80,72
5282,76,62,92
5283,59,93,54
5284,66,62,54
5285,50,100,100
5286,78,65,58
5287,91,67,72
5288,69,88,62
5289,70,66,78
5290,83,92,54
5291,64,88,63
5292,95,66,59
5293,57,67,95
5294,55,88,61
5295,61,52,95
5296,61,66,52
5297,85,61,70
5298,63,51,81
5299,81,65,89
5300,56,91,72
5301,71,62,96
5302,54,81,58
5303,62,65,93
5304,59,79,63
5305,67,90,85
5306,81,51,54
5307,53,57,96
5308,95,67,97
5309,79,51,60
5310,82,93,78
5311,88,90,53
5312,64,81,66
5313,66,57,93
5314,71,97,88
5315,73,82,68
5316,62,75,77
5317,97,67,56
5318,66,80,57
5319,75,59,73
5320,73,62,55
5321,69,65,63
5322,72,90,53
5323,87,61,76
5324,68,74,65
5325,94,90,58
5326,64,96,89
5327,61,82,68
5328,60,52,82
5329,51,53,98
5330,75,83,52
5331,85,76,90
5332,69,97,79
5333,50,72,73
5334,84,64,85
5335,88,63,92
5336,62,91,71
5337,92,52,89
5338,81,84,70
5339,53,94,85
5340,93,53,64
5341,51,59,79
5342,73,90,66
5343,78,84,56
5344,57,53,73
5345,94,64,100
5346,80,51,64
5347,59,98,60
5348,76,81,72
5349,61,72,77
5350,89,70,79
5351,95,75,78
5352,80,92,90
5353,93,91,75
5354,73,60,99
5355,61,57,66
5356,84,61,95
5357,56,84,70
5358,68,60,60
5359,100,65,66
5360,92,99,69
5361,57,74,84
5362,92,62,67
5363,92,83,71
5364,68,95,100
5365,63,64,63
5366,50,60,85
5367,54,51,94
5368,95,78,62
5369,84,76,79
5370,97,71,71
5371,93,81,94
5372,90,68,72
5373,91,54,86
5374,94,63,69
5375,94,95,74
5376,88,62,52
5377,57,76,92
5378,80,69,90
5379,61,87,68
5380,85,72,68
5381,89,81,66
5382,93,82,81
5383,76,94,60
5384,100,82,73
5385,90,57,75
5386,54,69,76
5387,89,75,89
5388,76,60,56
5389,85,97,69
5390,64,62,88
5391,82,76,73
5392,56,69,81
5393,61,64,62
5394,67,50,51
5395,61,59,98
5396,78,85,79
5397,67,96,51
5398,88,80,96
5399,56,98,70
5400,55,67,87
5401,92,83,100
5402,50,57,90
5403,95,61,82
5404,90,93,52
5405,83,88,68
5406,65,76,100
5407,59,88,91
5408,88,84,86
5409,65,98,91
5410,73,81,69
5411,87,72,54
5412,76,81,65
5413,61,67,55
5414,93,96,87
5415,52,82,87
5416,89,84,86
5417,91,53,99
5418,61,74,94
5419,71,98,75
5420,70,67,61
5421,61,91,55
5422,51,74,96
5423,88,60,90
5424,65,93,94
5425,73,63,57
5426,98,65,80
5427,85,70,75
5428,76,80,76
5429,66,69,91
5430,89,56,70
5431,53,91,100
5432,53,78,100
5433,78,100,58
5434,97,76,68
5435,72,51,55
5436,83,77,52
5437,100,87,89
5438,86,61,96
5439,78,78,85
5440,92,68,55
5441,51,91,98
5442,83,64,88
5443,75,78,67
5444,83,57,91
5445,52,90,90
5446,51,54,80
5447,91,68,67
5448,95,77,67
5449,79,99,87
5450,57,51,85
5451,93,58,88
5452,65,65,86
5453,63,85,56
5454,81,85,77
5455,66,65,62
5456,87,97,91
5457,82,74,96
5458,50,72,65
5459,62,64,100
5460,88,84,82
5461,96,66,63
5462,85,64,50
5463,91,84,75
5464,79,60,93
5465,65,78,95
5466,73,72,88
5467,73,77,54
5468,98,59,93
5469,80,94,87
5470,60,62,65
5471,83,73,64
5472,78,69,52
5473,71,97,88
5474,97,77,74
5475,62,75,67
5476,90,99,99
5477,95,94,65
5478,96,54,68
5479,65,50,60
5480,76,52,57
5481,68,50,52
5482,100,59,94
5483,56,88,97
5484,80,96,75
5485,90,54,79
5486,54,98,52
5487,55,55,63
5488,55,89,81
5489,61,56,73
5490,98,73,61
5491,72,66,100
5492,50,60,98
5493,90,88,90
5494,89,82,96
5495,100,56,90
5496,67,62,70
5497,71,73,89
5498,98,75,71
5499,93,53,91
5500,62,62,90
5501,61,53,74
5502,70,65,98
5503,76,64,59
5504,95,79,88
5505,79,82,95
5506,83,67,50
5507,100,58,67
5508,61,57,85
5509,86,81,71
5510,76,91,78
5511,75,53,72
5512,87,64,79
5513,64,87,89
5514,62,89,60
5515,79,96,88
5516,84,74,69
5517,55,79,63
5518,60,89,98
5519,97,60,50
5520,77,82,98
5521,79,93,81
5522,55,66,67
5523,66,94,81
5524,57,87,71
5525,68,77,62
5526,81,70,67
5527,85,96,91
5528,75,57,95
5529,99,77,70
5530,87,57,59
5531,64,65,62
5532,67,81,95
5533,96,66,65
5534,94,52,60
5535,59,99,60
5536,50,61,76
5537,86,96,62
5538,97,71,100
5539,97,83,64
5540,60,87,74
5541,75,62,96
5542,54,66,93
5543,63,95,69
5544,87,62,99
5545,74,84,99
5546,95,79,96
5547,60,57,70
5548,92,82,74
5549,54,71,80
5550,54,98,99
5551,93,94,67
5552,51,52,59
5553,82,57,89
5554,67,78,98
5555,68,56,59
5556,90,50,57
5557,94,53,76
5558,89,90,52
5559,74,77,81
5560,67,53,98
5561,63,60,63
5562,90,57,85
5563,74,100,100
5564,71,53,97
5565,88,51,50
5566,60,54,75
5567,97,87,68
5568,97,91,62
5569,89,52,92
5570,67,55,93
5571,88,95,87
5572,90,54,93
5573,73,71,66
5574,74,85,55
5575,98,51,82
5576,100,95,59
5577,91,64,71
5578,61,79,83
5579,67,73,71
5580,85,96,96
5581,87,90,79
5582,85,89,96
5583,68,80,92
5584,70,75,67
5585,84,73,63
5586,95,76,57
5587,71,85,96
5588,78,56,90
5589,72,96,69
5590,98,50,56
5591,89,89,64
5592,79,65,56
5593,58,77,70
5594,89,59,71
5595,63,59,69
5596,57,62,94
5597,98,63,62
5598,57,65,54
5599,75,98,79
5600,67,72,61
5601,56,97,50
5602,53,84,52
5603,68,51,88
5604,71,99,57
5605,73,99,87
5606,73,69,74
5607,78,83,68
5608,55,85,85
5609,98,93,97
5610,95,80,72
5611,99,92,85
5612,99,54,77
5613,90,70,61
5614,67,66,98
5615,97,99,86
5616,89,76,89
5617,51,59,53
5618,54,76,97
5619,85,95,82
5620,91,82,100
5621,51,74,85
5622,59,55,87
5623,53,73,92
5624,96,80,93
5625,58,53,62
5626,70,64,99
5627,72,75,62
5628,76,95,73
5629,72,96,58
5630,60,78,64
5631,87,85,86
5632,89,89,50
5633,50,59,100
5634,56,62,58
5635,74,79,54
5636,99,72,82
5637,77,88,85
5638,64,62,74
5639,97,97,96
5640,95,96,54
5641,72,72,95
5642,87,92,65
5643,53,83,94
5644,80,72,58
5645,86,66,85
5646,63,72,92
5647,82,54,83
5648,70,68,68
5649,56,57,75
5650,69,82,54
5651,98,97,84
5652,74,86,72
5653,99,97,66
5654,78,98,84
5655,87,86,81
5656,69,67,80
5657,54,90,91
5658,50,73,64
5659,79,94,58
5660,58,93,89
5661,64,57,89
5662,57,59,74
5663,99,57,89
5664,93,94,95
5665,70,99,69
5666,60,61,57
5667,66,59,54
5668,95,79,53
5669,70,65,70
5670,51,68,54
5671,55,90,92
5672,99,54,86
5673,83,95,67
5674,76,93,97
5675,56,56,88
5676,61,99,66
5677,59,79,69
5678,71,64,75
5679,66,91,50
5680,89,86,77
5681,94,92,97
5682,89,71,78
5683,67,66,98
5684,71,100,97
5685,63,67,67
5686,90,88,69
5687,53,84,54
5688,52,72,68
5689,94,53,55
5690,62,77,85
5691,74,85,71
5692,56,55,59
5693,76,97,84
5694,52,64,79
5695,71,81,76
5696,76,99,91
5697,71,60,61
5698,98,84,84
5699,82,70,75
5700,70,70,65
5701,97,99,99
5702,89,75,87
5703,94,68,90
5704,82,62,54
5705,71,64,72
5706,59,86,86
5707,56,62,56
5708,81,50,94
5709,55,96,84
5710,58,50,97
5711,74,71,50
5712,82,96,92
5713,77,88,80
5714,50,70,69
5715,98,74,74
5716,99,75,65
5717,93,51,91
5718,70,93,97
5719,80,50,95
5720,91,53,63
5721,51,94,53
5722,86,79,82
5723,94,92,84
5724,67,72,82
5725,64,59,94
5726,100,53,89
5727,93,68,67
5728,66,84,70
5729,63,57,72
5730,97,89,69
5731,95,50,76
5732,55,100,52
5733,50,53,93
5734,78,88,71
5735,90,55,69
5736,84,53,99
5737,65,74,93
5738,80,93,59
5739,90,96,73
5740,75,60,90
5741,92,89,74
5742,83,70,61
5743,91,96,91
5744,69,83,72
5745,89,81,99
5746,90,54,65
5747,92,77,84
5748,93,85,54
5749,76,80,70
5750,83,89,61
5751,53,86,59
5752,59,91,76
5753,75,50,51
5754,55,61,71
5755,66,53,59
5756,74,70,53
5757,73,70,84
5758,100,95,77
5759,67,99,81
5760,62,68,55
5761,99,50,82
5762,79,62,100
5763,85,87,100
5764,75,85,98
5765,95,50,85
5766,76,98,82
5767,77,81,63
5768,51,86,87
5769,50,52,86
5770,95,90,66
5771,91,83,67
5772,70,53,50
5773,95,86,70
5774,92,76,85
5775,57,96,96
5776,56,71,84
5777,99,94,62
5778,62,85,79
5779,76,58,51
5780,85,86,54
5781,72,65,89
5782,74,90,60
5783,62,98,76
5784,81,100,65
5785,96,53,55
5786,69,59,97
5787,58,58,89
5788,64,97,83
5789,83,64,93
5790,92,78,59
5791,96,96,74
5792,62,82,51
5793,96,84,77
5794,65,95,96
5795,81,63,54
5796,90,89,69
5797,58,100,69
5798,74,57,96
5799,86,53,69
5800,93,76,83
5801,71,79,83
5802,85,87,73
5803,62,81,100
5804,94,58,54
5805,69,100,58
5806,92,86,87
5807,87,56,78
5808,60,73,99
5809,77,85,79
5810,99,57,61
5811,65,66,54
5812,93,83,83
5813,79,74,50
5814,93,91,85
5815,58,50,70
5816,76,93,72
5817,90,88,75
5818,57,96,86
5819,68,50,83
5820,83,55,77
5821,54,92,96
5822,57,80,96
5823,94,50,97
5824,95,93,80
5825,89,64,51
5826,54,55,58
5827,66,56,99
5828,75,72,52
5829,88,57,89
5830,61,64,66
5831,95,96,86
5832,54,84,55
5833,66,56,78
5834,76,90,53
5835,82,65,68
5836,58,97,89
5837,67,61,64
5838,57,70,60
5839,72,56,61
5840,63,76,58
5841,67,84,61
5842,60,51,53
5843,53,89,92
5844,55,63,59
5845,85,91,51
5846,58,78,67
5847,54,96,81
5848,95,67,64
5849,64,72,99
5850,100,57,90
5851,60,84,81
5852,78,56,85
5853,62,83,60
5854,96,72,73
5855,76,53,90
5856,59,74,79
5857,62,61,83
5858,71,97,68
5859,80,68,62
5860,69,76,77
5861,87,87,70
5862,73,56,50
5863,100,54,61
5864,90,80,91
5865,71,94,67
5866,84,63,51
5867,56,51,58
5868,67,96,77
5869,76,92,88
5870,82,90,61
5871,63,89,58
5872,68,97,87
5873,96,85,90
5874,50,67,64
5875,65,70,50
5876,70,91,93
5877,94,60,68
5878,74,61,61
5879,100,79,70
5880,82,97,85
5881,84,51,53
5882,63,77,94
5883,95,80,87
5884,88,52,85
5885,86,58,77
5886,59,62,54
5887,83,69,89
5888,70,91,83
5889,75,70,68
5890,59,82,86
5891,59,50,78
5892,67,54,70
5893,78,92,97
5894,85,88,87
5895,53,88,74
5896,52,80,81
5897,75,72,99
5898,72,83,89
5899,97,70,92
5900,64,78,95
5901,87,52,70
5902,68,81,57
5903,85,79,61
5904,62,96,77
5905,78,68,51
5906,70,91,80
5907,85,72,65
5908,99,68,53
5909,60,69,73
5910,99,55,68
5911,68,76,76
5912,55,64,75
5913,78,64,91
5914,84,67,60
5915,96,82,77
5916,57,71,90
5917,51,98,66
5918,86,74,72
5919,82,59,80
5920,56,89,65
5921,88,56,55
5922,56,93,100
5923,76,71,72
5924,62,83,54
5925,96,100,75
5926,85,83,96
5927,52,58,50
5928,86,57,85
5929,51,60,67
5930,68,52,99
5931,93,89,51
5932,89,71,72
5933,68,65,91
5934,84,51,85
5935,53,66,87
5936,83,76,99
5937,97,82,75
5938,72,91,97
5939,91,82,71
5940,83,77,70
5941,64,99,56
5942,58,80,91
5943,77,64,73
5944,89,84,79
5945,86,93,79
5946,60,90,81
5947,59,73,83
5948,51,68,85
5949,73,53,90
5950,80,90,82
5951,78,62,70
5952,92,55,68
5953,99,100,75
5954,83,76,96
5955,97,59,81
5956,100,81,87
5957,55,53,82
5958,79,58,60
5959,50,79,53
5960,98,82,77
5961,67,84,52
5962,61,78,89
5963,88,77,55
5964,52,86,92
5965,57,53,61
5966,79,62,90
5967,68,66,53
5968,80,51,100
5969,54,96,99
5970,64,65,99
5971,81,88,52
5972,78,68,54
5973,81,91,80
5974,78,90,60
5975,61,67,56
5976,100,64,62
5977,52,72,58
5978,72,71,62
5979,69,53,88
5980,67,72,69
5981,95,93,67
5982,99,96,79
5983,73,69,74
5984,87,78,59
5985,75,94,100
5986,81,66,68
5987,57,94,98
5988,88,73,53
5989,81,67,79
5990,82,99,53
5991,61,92,62
5992,87,81,61
5993,69,66,58
5994,97,64,73
5995,85,83,59
5996,66,58,99
5997,91,70,98
5998,89,99,52
5999,85,81,67
6000,94,60,93
6001,95,60,88
6002,88,80,80
6003,65,87,81
6004,55,60,50
6005,50,57,89
6006,71,71,88
6007,67,84,85
6008,85,64,99
6009,72,87,92
6010,88,91,95
6011,65,61,88
6012,54,83,97
6013,92,96,87
6014,60,62,52
6015,75,81,71
6016,79,72,62
6017,59,93,64
6018,53,97,80
6019,92,56,70
6020,55,65,92
6021,59,62,68
6022,84,83,84
6023,66,59,65
6024,68,65,83
6025,55,99,63
6026,73,65,64
6027,65,60,61
6028,77,85,73
6029,64,80,59
6030,86,95,70
6031,65,78,93
6032,60,52,53
6033,77,93,88
6034,70,96,91
6035,54,89,62
6036,78,80,67
6037,60,52,68
6038,84,86,73
6039,75,52,93
6040,57,91,77
6041,59,70,60
6042,63,59,97
6043,68,88,61
6044,80,92,78
6045,85,53,98
6046,52,88,68
6047,79,73,53
6048,91,75,82
6049,83,100,68
6050,98,68,53
6051,59,84,66
6052,98,58,67
6053,87,64,52
6054,65,82,67
6055,80,70,79
6056,57,81,95
6057,92,52,61
6058,53,52,100
6059,85,68,78
6060,70,82,51
6061,79,50,97
6062,91,67,100
6063,76,100,50
6064,89,74,73
6065,80,67,98
6066,93,76,61
6067,85,61,97
6068,92,68,97
6069,73,89,61
6070,50,52,72
6071,52,50,61
6072,93,58,53
6073,58,94,70
6074,59,96,75
6075,83,80,61
6076,77,89,94
6077,89,56,95
6078,98,71,56
6079,80,98,93
6080,60,77,62
6081,73,56,72
6082,63,50,70
6083,65,75,60
6084,90,66,52
6085,74,93,63
6086,86,100,82
6087,98,64,74
6088,85,97,80
6089,94,79,56
6090,53,86,87
6091,88,51,100
6092,57,85,99
6093,81,82,78
6094,52,63,54
6095,52,91,84
6096,50,60,79
6097,78,89,65
6098,57,74,96
6099,94,51,93
6100,82,67,88
6101,93,53,96
6102,97,86,64
6103,63,78,72
6104,85,63,61
6105,51,94,57
6106,81,100,100
6107,98,71,100
6108,51,64,79
6109,58,71,65
6110,83,70,80
6111,99,91,100
6112,60,62,58
6113,96,98,87
6114,78,78,94
6115,64,92,63
6116,92,53,67
6117,62,93,65
6118,95,74,58
6119,73,61,62
6120,95,100,100
6121,90,86,64
6122,90,81,87
6123,52,71,79
6124,64,98,61
6125,73,70,63
6126,50,64,89
6127,71,54,88
6128,91,78,56
6129,71,62,68
6130,70,56,65
6131,96,90,100
6132,62,74,97
6133,96,95,54
6134,96,58,61
6135,54,71,55
6136,50,55,62
6137,54,85,84
6138,91,95,79
6139,53,96,51
6140,80,93,59
6141,94,50,68
6142,53,100,80
6143,70,60,54
6144,63,51,59
6145,96,64,98
6146,91,67,92
6147,98,58,98
6148,59,75,78
6149,52,77,83
6150,63,81,78
6151,64,73,67
6152,63,84,82
6153,78,87,72
6154,87,58,77
6155,60,75,64
6156,61,76,96
6157,54,95,72
6158,96,60,95
6159,88,88,89
6160,99,87,82
6161,60,74,78
6162,66,82,56
6163,73,78,74
6164,78,79,67
6165,59,100,93
6166,63,72,70
6167,88,57,87
6168,84,55,80
6169,87,68,90
6170,65,56,72
6171,86,70,90
6172,91,70,99
6173,80,65,99
6174,56,68,54
6175,94,67,80
6176,93,60,96
6177,54,64,56
6178,88,86,61
6179,83,83,59
6180,69,85,71
6181,83,95,68
6182,89,93,78
6183,97,55,74
6184,74,53,80
6185,95,60,64
6186,51,92,100
6187,50,51,77
6188,81,80,97
6189,64,61,85
6190,91,66,97
6191,78,57,60
6192,68,91,81
6193,58,78,50
6194,69,57,52
6195,85,51,97
6196,93,82,75
6197,91,56,71
6198,94,90,61
6199,66,91,86
6200,55,56,73
6201,60,59,53
6202,72,79,89
6203,98,83,57
6204,85,90,53
6205,85,70,71
6206,57,99,72
6207,72,75,57
6208,69,66,70
6209,94,75,81
6210,77,92,67
6211,61,76,56
6212,74,88,71
6213,69,100,71
6214,58,98,92
6215,57,66,71
6216,75,71,86
6217,74,64,86
6218,63,88,78
6219,93,95,52
6220,69,53,85
6221,94,99,97
6222,97,86,93
6223,71,91,55
6224,52,87,83
6225,62,80,79
6226,57,86,69
6227,95,71,100
6228,80,73,66
6229,86,91,70
6230,84,84,77
6231,85,71,65
6232,92,83,93
6233,98,96,76
6234,56,92,54
6235,56,84,64
6236,63,69,54
6237,99,89,59
6238,95,62,65
6239,81,99,77
6240,50,75,83
6241,83,53,96
6242,74,71,99
6243,89,56,98
6244,72,53,51
6245,75,69,55
6246,92,100,70
6247,54,85,94
6248,96,95,63
6249,96,52,94
6250,78,99,87
6251,70,81,71
6252,50,68,76
6253,70,63,78
6254,70,79,60
6255,60,78,100
6256,86,60,89
6257,73,100,83
6258,70,61,76
6259,74,71,92
6260,56,58,56
6261,55,96,98
6262,58,93,68
6263,94,76,80
6264,53,78,67
6265,80,79,51
6266,76,55,57
6267,68,72,65
6268,91,78,69
6269,92,100,94
6270,90,69,91
6271,77,72,84
6272,66,56,85
6273,71,54,98
6274,83,71,99
6275,65,53,53
6276,58,80,99
6277,72,68,61
6278,59,85,95
6279,93,83,99
6280,66,80,76
6281,100,55,58
6282,76,50,53
6283,69,58,65
6284,77,63,71
6285,93,90,70
6286,98,93,98
6287,61,77,95
6288,98,95,88
6289,58,99,94
6290,86,87,61
6291,89,78,73
6292,96,98,97
6293,71,72,99
6294,94,87,85
6295,75,73,82
6296,76,68,56
6297,86,62,52
6298,63,93,58
6299,82,55,95
6300,79,83,91
6301,100,59,81
6302,82,80,61
6303,89,70,91
6304,54,50,82
6305,91,79,98
6306,85,54,90
6307,70,54,70
6308,90,69,92
6309,51,80,96
6310,91,100,87
6311,69,66,74
6312,87,74,94
6313,76,79,66
6314,60,66,50
6315,58,97,92
6316,74,82,72
6317,72,98,64
6318,59,92,66
6319,67,59,67
6320,58,89,57
6321,84,88,64
6322,63,87,66
6323,66,90,75
6324,100,90,55
6325,51,83,85
